@relation GENERATED
@attribute X numeric
@attribute Y numeric
@attribute D {1,2}
@data
-247.5972324796021,143.78095734460064,1
182.4027675203979,-142.88570932206602,1
-32.5972324796021,-238.44126487762156,1
397.4027675203979,334.89206845571175,1
-381.9722324796021,48.22540178904514,1
48.0277675203979,-333.9968204331771,1
-166.9722324796021,239.33651290015615,1
263.0277675203979,-47.330153766510456,1
-274.4722324796021,-365.84867228502895,1
155.5277675203979,207.48466104830433,1
-59.4722324796021,-79.18200561836231,1
370.5277675203979,-174.73756117391787,1
-328.2222324796021,398.59577215941545,1
101.7777675203979,111.92910549274885,1
209.2777675203979,-397.7005241368808,1
-5.7222324796020985,175.63280919645254,1
424.2777675203979,-111.03385747021416,1
-425.6441074796021,-206.58941302576972,1
4.3558925203979015,366.74392030756354,1
-210.6441074796021,80.07725364089694,1
219.3558925203979,-302.14496858132526,1
-318.1441074796021,271.18836475200794,1
111.8558925203979,-15.478301914658608,1
-103.1441074796021,-408.31780808749807,1
326.8558925203979,165.01552524583522,1
-371.8941074796021,-121.65114142083144,1
58.1058925203979,-217.20669697638698,1
-156.8941074796021,356.12663635694634,1
273.1058925203979,69.4599696902797,1
-264.3941074796021,-312.7622525319425,1
165.6058925203979,260.57108080139074,1
-49.3941074796021,-26.095585865275893,1
380.6058925203979,-344.61410438379437,1
-398.7691074796021,228.71922894953892,1
31.2308925203979,-57.94743771712774,1
-183.7691074796021,-153.50299327268328,1
246.2308925203979,419.83034006065003,1
-291.2691074796021,133.1636733939834,1
138.7308925203979,-249.05854882823886,1
-76.2691074796021,324.27478450509443,1
353.7308925203979,37.60811783842781,1
-345.0191074796021,-376.4659562356462,1
84.9808925203979,196.8673770976871,1
-130.0191074796021,-89.79928956897959,1
299.9808925203979,-185.35484512453513,1
-237.5191074796021,387.9784882087981,1
192.4808925203979,101.31182154213151,1
-22.5191074796021,-280.9104006800907,1
407.4808925203979,292.4229326532425,1
-412.2066074796021,5.756265986576006,1
17.7933925203979,-418.9350920381154,1
-197.2066074796021,154.39824129521787,1
232.7933925203979,-132.26842537144873,1
-304.7066074796021,-227.82398092700427,1
125.2933925203979,345.50935240632907,1
340.2933925203979,-323.37953648255984,1
-358.4566074796021,249.95379685077347,1
71.5433925203979,-36.71286981589318,1
-143.4566074796021,-355.2313883344117,1
286.5433925203979,218.10194499892168,1
179.0433925203979,-164.12027722330058,1
