@relation GENERATED
@attribute X numeric
@attribute Y numeric
@attribute D {1,2}
@data
65.1236268505454,256.98947086404604,1
280.1236268505454,-348.19571432113906,1
-257.3763731494546,225.13761901219422,1
-42.376373149454594,-157.08460321002792,1
387.6236268505454,416.2487301233052,1
-391.7513731494546,129.58206345663862,1
38.248626850545406,-252.64015876558352,1
-176.7513731494546,320.6931745677496,1
253.2486268505454,34.02650790108302,1
-284.2513731494546,-380.0475661729909,1
145.7486268505454,193.28576716034243,1
-69.2513731494546,-93.38089950632423,1
360.7486268505454,-188.93645506187977,1
-338.0013731494546,384.39687827145343,1
91.9986268505454,97.73021160478682,1
-123.0013731494546,-284.49201061743537,1
199.4986268505454,-426.05579662566583,1
-15.501373149454594,147.27753670766745,1
414.4986268505454,-139.38912995899915,1
-405.1888731494546,-234.94468551455472,1
24.811126850545406,338.38864781877857,1
239.8111268505454,-330.50024107011023,1
-297.6888731494546,242.83309226322294,1
132.3111268505454,-43.833574403443606,1
-82.6888731494546,-362.3520929219621,1
347.3111268505454,210.98124041137115,1
78.5611268505454,-171.240981810851,1
-136.4388731494546,402.09235152248226,1
293.5611268505454,115.42568485581565,1
-243.9388731494546,-266.79653736640654,1
186.0611268505454,306.53679596692666,1
-28.938873149454594,19.870129300260043,1
401.0611268505454,-394.203944773814,1
-378.3138731494546,179.12938855951936,1
51.686126850545406,-107.5372781071473,1
-163.3138731494546,-203.09283366270284,1
266.6861268505454,370.24049967063036,1
-270.8138731494546,83.57383300396374,1
159.1861268505454,-298.6483892182584,1
-55.813873149454594,274.68494411507476,1
374.1861268505454,-11.981722551591758,1
-324.5638731494546,-404.82122872443125,1
105.4361268505454,168.512104608902,1
-109.5638731494546,-118.1545620577646,1
-217.0638731494546,359.6232157200131,1
212.9361268505454,72.9565490533465,1
-2.0638731494545937,-309.2656731688757,1
427.9361268505454,264.0676601644575,1
-427.0248106494546,-22.59900650220904,1
2.9751893505454063,-341.11752502072756,1
-212.0248106494546,232.2158083126057,1
