@relation GENERATED
@attribute X numeric
@attribute Y numeric
@attribute D {1,2}
@data
118.24333035387099,6.117982351843157,1
-96.75666964612901,-418.5733756728482,1
333.243330353871,154.75995766048501,1
-365.506669646129,-131.9067090061816,1
64.49333035387099,-227.46226456173713,1
-150.506669646129,345.87106877159624,1
279.493330353871,59.20440210492962,1
-258.006669646129,-323.0178201172926,1
171.993330353871,250.3155132160406,1
-43.00666964612901,-36.35115345062602,1
386.993330353871,-354.86967196914446,1
-392.381669646129,218.46366136418882,1
37.61833035387099,-68.20300530247788,1
-177.381669646129,-163.75856085803343,1
252.618330353871,409.5747724752998,1
-284.881669646129,122.90810580863322,1
145.118330353871,-259.314116413589,1
360.118330353871,27.352550253077627,1
-338.631669646129,-386.72152382099637,1
91.36833035387099,186.61180951233703,1
-123.63166964612901,-100.05485715432972,1
306.368330353871,-195.61041270988528,1
-231.131669646129,377.72292062344803,1
198.868330353871,91.05625395678142,1
-16.131669646129012,-291.1659682654408,1
413.868330353871,282.16736506789243,1
-405.819169646129,-4.499301598774174,1
24.180830353870988,-422.11247032305397,1
-190.819169646129,151.2208630102793,1
-298.319169646129,-231.0013592119429,1
131.680830353871,342.3319741213904,1
-83.31916964612901,55.66530745472378,1
346.680830353871,-326.5569147674984,1
-352.069169646129,246.77641856583477,1
-137.069169646129,-358.4087666193502,1
-244.569169646129,-71.74209995268362,1
-29.569169646129012,406.03567782509407,1
400.430830353871,119.36901115842748,1
-378.944169646129,-262.85321106379473,1
51.05583035387099,310.48012226953847,1
266.055830353871,-390.2606184712021,1
-271.444169646129,183.0727148621312,1
373.555830353871,374.18382597324216,1
-325.194169646129,87.51715930657558,1
104.80583035387099,-294.70506291564664,1
319.805830353871,-8.03839624897992,1
-217.694169646129,-400.8779024218194,1
427.305830353871,-209.7667913107083,1
-427.655107146129,363.56654202262496,1
-212.655107146129,-305.32234686626384,1
217.344892853871,268.01098646706936,1
109.84489285387099,-337.17419871811563,1
324.844892853871,-50.507532051449054,1
-373.905107146129,-146.0630876070046,1
56.09489285387099,427.27024572632865,1
-158.905107146129,140.60357905966205,1
271.094892853871,-241.61864316256015,1
-266.405107146129,331.71469017077305,1
163.594892853871,45.048023504106446,1
-51.40510714612901,-369.02605056996754,1
378.594892853871,204.30728276336575,1
-400.780107146129,-82.35938390330091,1
29.219892853870988,-177.91493945885645,1
-185.780107146129,395.41839387447675,1
244.219892853871,108.75172720781015,1
-293.280107146129,-273.47049501441205,1
136.719892853871,299.86283831892115,1
351.719892853871,-411.4951863724367,1
-347.030107146129,161.83814696089652,1
82.96989285387099,-124.82851970577003,1
-132.030107146129,-220.3840752613256,1
297.969892853871,352.9492580720077,1
-239.530107146129,66.28259140534111,1
190.469892853871,-315.93963081688116,1
-24.530107146129012,257.3937025164521,1
405.469892853871,-29.272964150214488,1
-414.217607146129,-347.791482668733,1
15.782392853870988,225.5418506646003,1
-199.217607146129,-61.12481600206634,1
-306.717607146129,416.65296177571133,1
338.282392853871,321.09740622015573,1
-360.467607146129,34.43073955348912,1
69.53239285387099,-379.64333452058486,1
-145.467607146129,193.6899988127485,1
284.532392853871,-92.97666785391819,1
-252.967607146129,-188.53222340947374,1
177.032392853871,384.80110992385954,1
392.032392853871,-284.0877789650293,1
-387.342607146129,289.24555436830394,1
42.65739285387099,2.5788877016373157,1
-172.342607146129,-425.6515649732597,1
-279.842607146129,-138.98489830659312,1
150.157392853871,-234.54045386214867,1
-64.84260714612901,338.7928794711846,1
365.157392853871,52.12621280451803,1
-333.592607146129,-330.0960094177042,1
96.40739285387099,243.23732391562905,1
-118.59260714612901,-43.42934275103757,1
311.407392853871,-361.94786126955603,1
-226.092607146129,211.38547206377723,1
203.907392853871,-75.28119460288941,1
-11.092607146129012,-170.83675015844497,1
418.907392853871,402.4965831748883,1
-420.936357146129,115.82991650822173,1
9.063642853870988,-266.3923057140005,1
-205.936357146129,306.9410276193327,1
224.063642853871,20.274360952666136,1
-313.436357146129,-393.7997131214079,1
116.56364285387099,179.53362021192544,1
-98.43635714612901,-107.13304645474126,1
331.563642853871,-202.68860201029682,1
-367.186357146129,370.64473132303647,1
-152.186357146129,-298.2441575658524,1
277.813642853871,275.08917576748087,1
170.313642853871,-404.41699707202514,1
385.313642853871,-117.75033040535854,1
-394.061357146129,-213.3058859609141,1
35.93864285387099,360.0274473724192,1
-179.061357146129,73.3607807057526,1
250.938642853871,-308.8614415164696,1
-286.561357146129,264.4718918168636,1
143.438642853871,-22.194774849802997,1
-71.56135714612901,-340.71329336832144,1
358.438642853871,232.6200399650118,1
-340.311357146129,-54.046626701654844,1
89.68864285387099,-149.6021822572104,1
-125.31135714612901,423.7311510761229,1
304.688642853871,137.0644844094563,1
-232.811357146129,-245.1577378127659,1
197.188642853871,328.1755955205673,1
412.188642853871,-372.5651452201733,1
-407.498857146129,200.76818811316,1
22.501142853870988,-85.89847855350669,1
-192.498857146129,-181.45403410906223,1
237.501142853871,391.879299224271,1
-299.998857146129,105.21263255760441,1
130.001142853871,-277.0095896646178,1
345.001142853871,9.6570770020489,1
-353.748857146129,-415.03428102264246,1
76.25114285387099,158.29905231069077,1
-138.748857146129,-128.36761435597583,1
-246.248857146129,349.410163421802,1
183.751142853871,62.74349675513537,1
-31.248857146129012,-319.4787254670869,1
398.751142853871,253.85460786624637,1
-380.623857146129,-32.81205880042028,1
49.37614285387099,-351.3305773189387,1
-165.623857146129,222.00275601439458,1
264.376142853871,-64.66391065227214,1
-273.123857146129,-160.21946620782768,1
156.876142853871,413.1138671255056,1
371.876142853871,-255.77502176338322,1
-326.873857146129,317.55831156995,1
103.12614285387099,30.89164490328337,1
-111.87385714612901,-383.18242917079056,1
318.126142853871,190.15090416254276,1
-219.373857146129,-96.51576250412398,1
-4.373857146129012,381.2620152736538,1
425.626142853871,94.59534860698717,1
-424.295732146129,-287.626873615235,1
5.704267853870988,285.7064597180982,1
220.704267853871,-426.83126318999496,1
-316.795732146129,146.50207014333833,1
113.20426785387099,-140.16459652332833,1
328.204267853871,337.61318125444944,1
-370.545732146129,50.946514587782815,1
59.45426785387099,-331.2757076344394,1
-155.545732146129,242.05762569889382,1
274.454267853871,-44.60904096777278,1
-263.045732146129,-363.12755948629126,1
166.954267853871,210.20577384704202,1
381.954267853871,-172.01644837518018,1
-397.420732146129,401.31688495815314,1
32.57926785387099,114.65021829148652,1
-182.420732146129,-267.5720039307358,1
247.579267853871,305.76132940259754,1
140.079267853871,-394.9794113381431,1
355.079267853871,-108.31274467147648,1
-343.670732146129,-203.86830022703202,1
86.32926785387099,369.46503310630123,1
-128.670732146129,82.79836643963462,1
301.329267853871,-299.42385578258757,1
-236.170732146129,273.90947755074563,1
193.829267853871,-12.75718911592093,1
-21.170732146129012,-405.59669528876043,1
408.829267853871,167.73663804457289,1
-410.858232146129,-118.93002862209376,1
19.141767853870988,-214.48558417764932,1
-195.858232146129,358.84774915568397,1
234.141767853871,72.18108248901738,1
-303.358232146129,-310.0411397332049,1
126.64176785387099,263.29219360012837,1
341.641767853871,-341.89299158505673,1
-357.108232146129,231.44034174827658,1
-142.108232146129,-150.78188047394562,1
287.891767853871,422.55145285938767,1
-249.608232146129,135.8847861927211,1
180.391767853871,-246.33743602950122,1
-34.60823214612901,326.99589730383207,1
395.391767853871,40.32923063716549,1
-383.983232146129,-373.7448434369086,1
46.01676785387099,199.5884898964248,1
-168.983232146129,-87.07817677024191,1
-276.483232146129,390.6996010075358,1
368.516767853871,295.1440454519802,1
99.76676785387099,-416.2139792393777,1
-115.23323214612901,157.11935409395556,1
314.766767853871,-129.54731257271104,1
-222.733232146129,-225.10286812826664,1
207.266767853871,348.23046520506676,1
422.266767853871,-320.65842368382215,1
-417.576982146129,252.67490964951116,1
12.423017853870988,-33.99175701715549,1
-202.576982146129,-352.510275535674,1
227.423017853871,220.82305779765935,1
