@relation GENERATED
@attribute X numeric
@attribute Y numeric
@attribute D {1,2}
@data
304.7160563990474,829.4907528754884,1
54.716056399047375,29.490752875488738,1
354.7160563990474,-259.3981360134002,1
29.716056399047375,940.6018639865994,1
129.71605639904737,140.60186398659982,1
329.7160563990474,1340.6018639865997,1
79.71605639904737,740.6018639865997,1
379.7160563990474,540.6018639865999,1
17.216056399047375,-126.0648026800668,1
217.21605639904737,1073.935197319933,1
117.21605639904737,473.93519731993325,1
317.2160563990474,273.93519731993325,1
67.21605639904737,1473.9351973199327,1
367.2160563990474,1273.9351973199327,1
42.216056399047375,673.9351973199327,1
242.21605639904737,-192.73146934673343,1
142.21605639904737,1007.2685306532663,1
342.2160563990474,407.26853065326657,1
92.21605639904737,207.26853065326662,1
292.2160563990474,1407.2685306532662,1
392.2160563990474,7.268530653266566,1
10.966056399047375,1207.268530653266,1
110.96605639904737,-289.02776564302985,1
310.9660563990474,910.9722343569699,1
60.966056399047375,310.97223435697026,1
260.9660563990474,110.97223435697026,1
160.96605639904737,1310.97223435697,1
360.9660563990474,710.97223435697,1
35.966056399047375,-89.02776564302985,1
335.9660563990474,-155.69443230969648,1
85.96605639904737,1044.3055676903032,1
285.9660563990474,444.3055676903035,1
385.9660563990474,1444.3055676903032,1
23.466056399047375,844.3055676903034,1
323.4660563990474,644.3055676903033,1
73.46605639904737,-222.3610989763631,1
373.4660563990474,177.6389010236369,1
48.466056399047375,1377.6389010236364,1
248.46605639904737,777.6389010236365,1
348.4660563990474,1177.6389010236362,1
98.46605639904737,577.6389010236369,1
298.4660563990474,-244.5833211985854,1
398.4660563990474,355.41667880141466,1
0.8098063990473747,155.41667880141466,1
200.80980639904737,1355.4166788014143,1
100.80980639904737,755.4166788014145,1
300.8098063990474,-44.58332119858528,1
50.809806399047375,1155.4166788014143,1
150.80980639904737,-111.24998786525202,1
350.8098063990474,1088.7500121347477,1
25.809806399047375,488.750012134748,1
125.80980639904737,1488.7500121347475,1
325.8098063990474,888.7500121347477,1
75.80980639904737,88.75001213474803,1
375.8098063990474,-177.91665453191877,1
13.309806399047375,1022.0833454680811,1
213.30980639904737,422.08334546808135,1
313.3098063990474,1422.083345468081,1
63.309806399047375,822.083345468081,1
363.3098063990474,622.0833454680811,1
38.309806399047375,-266.80554342080757,1
338.3098063990474,133.1944565791925,1
88.30980639904737,1333.1944565791923,1
288.3098063990474,733.1944565791923,1
388.3098063990474,1133.194456579192,1
7.059806399047375,533.1944565791924,1
207.05980639904737,-133.4722100874743,1
107.05980639904737,1066.5277899125256,1
307.0598063990474,466.5277899125258,1
57.059806399047375,266.5277899125258,1
257.0598063990474,1466.5277899125253,1
357.0598063990474,66.5277899125258,1
32.059806399047375,1266.5277899125253,1
132.05980639904737,-200.13887675414094,1
332.0598063990474,999.8611232458591,1
82.05980639904737,399.8611232458591,1
282.0598063990474,199.86112324585912,1
182.05980639904737,1399.8611232458588,1
382.0598063990474,799.8611232458588,1
19.559806399047375,-0.13887675414082423,1
319.5598063990474,-299.1786572754029,1
69.55980639904737,900.8213427245969,1
169.55980639904737,100.82134272459706,1
369.5598063990474,1300.821342724597,1
44.559806399047375,700.8213427245969,1
344.5598063990474,500.82134272459706,1
94.55980639904737,-165.84532394206963,1
294.5598063990474,1034.1546760579301,1
194.55980639904737,434.1546760579304,1
394.5598063990474,234.15467605793037,1
3.9348063990473747,1434.1546760579301,1
303.9348063990474,1234.15467605793,1
53.934806399047375,634.1546760579301,1
253.93480639904737,-232.51199060873626,1
353.9348063990474,367.48800939126374,1
28.934806399047375,167.48800939126374,1
228.93480639904737,1367.4880093912634,1
128.93480639904737,767.4880093912635,1
328.9348063990474,-32.511990608736255,1
78.93480639904737,1167.4880093912634,1
178.93480639904737,-254.73421283095843,1
378.9348063990474,945.2657871690412,1
16.434806399047375,345.26578716904146,1
216.43480639904737,145.26578716904152,1
116.43480639904737,1345.2657871690412,1
316.4348063990474,745.2657871690413,1
66.43480639904737,-54.73421283095843,1
366.4348063990474,-121.40087949762517,1
41.434806399047375,1078.5991205023747,1
241.43480639904737,478.59912050237483,1
341.4348063990474,1478.5991205023747,1
91.43480639904737,878.5991205023747,1
391.4348063990474,678.5991205023746,1
10.184806399047375,-188.0675461642918,1
210.18480639904737,1011.932453835708,1
110.18480639904737,411.93245383570815,1
310.1848063990474,211.93245383570815,1
60.184806399047375,1411.9324538357077,1
360.1848063990474,1211.9324538357077,1
35.184806399047375,611.9324538357081,1
235.18480639904737,-276.9564350531807,1
335.1848063990474,323.0435649468193,1
